,Movie_name,Rating,Duration,Release_year,Genre,Director,Meta_score
0,1. American Psycho,7.6,1h 42m,2000-01-01,drama,Mary Harron,64
1,2. Battle Royale,7.5,1h 54m,2000-01-01,drama,Kinji Fukasaku,81
2,"3. Crouching Tiger, Hidden Dragon",7.9,2h,2000-01-01,drama,Ang Lee,94
3,5. Frequency,7.4,1h 58m,2000-01-01,drama,Gregory Hoblit,67
4,6. Ginger Snaps,6.8,1h 48m,2000-01-01,drama,John Fawcett,70
5,7. Gladiator,8.5,2h 35m,2000-01-01,drama,Ridley Scott,67
6,10. Malena,7.4,1h 48m,2000-01-01,drama,Giuseppe Tornatore,54
7,12. Men of Honor,7.2,2h 9m,2000-01-01,drama,George Tillman Jr.,56
8,13. Mohabbatein,7.0,3h 36m,2000-01-01,drama,Aditya Chopra,0
9,19. Tigerland,6.9,1h 41m,2000-01-01,drama,Joel Schumacher,55
10,20. Unbreakable,7.3,1h 46m,2000-01-01,drama,M. Night Shyamalan,62
11,22. A.I. Artificial Intelligence,7.2,2h 26m,2001-01-01,drama,Steven Spielberg,65
12,24. Dil Chahta Hai,8.0,3h 3m,2001-01-01,drama,Farhan Akhtar,0
13,25. Donnie Darko,8.0,1h 53m,2001-01-01,drama,Richard Kelly,88
14,26. Gosford Park,7.2,2h 17m,2001-01-01,drama,Robert Altman,90
15,28. Huccha,7.8,2h 58m,2001-01-01,drama,Om Prakash Rao,0
16,31. Lagaan: Once Upon a Time in India,8.1,3h 44m,2001-01-01,drama,Ashutosh Gowariker,84
17,33. No Man's Land,7.9,1h 38m,2001-01-01,drama,Danis Tanovic,84
18,35. Original Sin,6.0,1h 56m,2001-01-01,drama,Michael Cristofer,33
19,36. Mulholland Drive,7.9,2h 27m,2001-01-01,drama,David Lynch,87
20,37. Session 9,6.4,1h 37m,2001-01-01,drama,Brad Anderson,58
21,39. Sri Manjunatha,7.2,2h 32m,2001-01-01,drama,K. Raghavendra Rao,0
22,40. The Lord of the Rings: The Fellowship of the Ring,8.9,2h 58m,2001-01-01,drama,Peter Jackson,92
23,42. The Score,6.8,2h 4m,2001-01-01,drama,Frank Oz,71
24,43. Training Day,7.8,2h 2m,2001-01-01,drama,Antoine Fuqua,71
25,46. A Walk to Remember,7.3,1h 41m,2002-01-01,drama,Adam Shankman,35
26,47. Bend It Like Beckham,6.7,1h 52m,2002-01-01,drama,Gurinder Chadha,66
27,48. Catch Me If You Can,8.1,2h 21m,2002-01-01,drama,Steven Spielberg,75
28,49. Devdas,7.5,3h 5m,2002-01-01,drama,Sanjay Leela Bhansali,0
29,50. Equilibrium,7.3,1h 47m,2002-01-01,drama,Kurt Wimmer,33
30,53. Insomnia,7.2,1h 58m,2002-01-01,drama,Christopher Nolan,78
31,54. A Peck on the Cheek,8.3,2h 16m,2002-01-01,drama,Mani Ratnam,0
32,57. My Big Fat Greek Wedding,6.6,1h 35m,2002-01-01,drama,Joel Zwick,62
33,58. Panic Room,6.8,1h 52m,2002-01-01,drama,David Fincher,65
34,61. Secretary,6.9,1h 47m,2002-01-01,drama,Steven Shainberg,63
35,62. Signs,6.8,1h 46m,2002-01-01,drama,M. Night Shyamalan,59
36,65. The Lord of the Rings: The Two Towers,8.8,2h 59m,2002-01-01,drama,Peter Jackson,87
37,69. 11:14,7.1,1h 26m,2003-01-01,drama,Greg Marcks,65
38,71. A Tale of Two Sisters,7.1,1h 54m,2003-01-01,drama,Kim Jee-woon,65
39,72. Bad Santa,7.0,1h 32m,2003-01-01,drama,Terry Zwigoff,70
40,73. Boys,7.2,2h 52m,2003-01-01,drama,S. Shankar,0
41,75. Cold Mountain,7.2,2h 34m,2003-01-01,drama,Anthony Minghella,73
42,77. Dweepa,7.6,2h 12m,2002-01-01,drama,Girish Kasaravalli,0
43,79. Holes,7.0,1h 57m,2003-01-01,drama,Andrew Davis,71
44,82. Kal Ho Naa Ho,7.9,3h 6m,2003-01-01,drama,Nikkhil Advani,54
45,83. Kiccha,6.6,2h 34m,2003-01-01,drama,P.A. Arun Prasad,0
46,85. Monster,7.3,1h 49m,2003-01-01,drama,Patty Jenkins,74
47,86. Munna Bhai M.B.B.S.,8.1,2h 36m,2003-01-01,drama,Rajkumar Hirani,0
48,87. Oldboy,8.3,2h,2003-01-01,drama,Park Chan-wook,78
49,89. Raktha Kanneeru,8.2,2h 29m,2003-01-01,drama,Sadhu Kokila,0
50,90. Runaway Jury,7.1,2h 7m,2003-01-01,drama,Gary Fleder,61
51,96. Thirteen,6.8,1h 40m,2003-01-01,drama,Catherine Hardwicke,70
52,99. 50 First Dates,6.8,1h 39m,2004-01-01,drama,Peter Segal,48
53,100. Aapthamitra,8.2,1h 40m,2004-01-01,drama,P. Vasu,0
54,102. A Moment to Remember,8.1,1h 57m,2004-01-01,drama,Park Kyung-Jin,0
55,104. Before Sunset,8.1,1h 20m,2004-01-01,drama,Richard Linklater,91
56,107. Collateral,7.5,2h,2004-01-01,drama,Michael Mann,71
57,111. Eternal Sunshine of the Spotless Mind,8.3,1h 48m,2004-01-01,drama,Michel Gondry,89
58,113. Finding Neverland,7.7,1h 46m,2004-01-01,drama,Marc Forster,67
59,117. Hum Tum,7.0,2h 23m,2004-01-01,drama,Kunal Kohli,0
60,119. Lakshya,7.8,3h 6m,2004-01-01,drama,Farhan Akhtar,0
61,120. Main Hoon Na,7.1,3h 2m,2004-01-01,drama,Farah Khan,0
62,126. Speak,7.2,1h 29m,2004-01-01,drama,Jessica Sharzer,0
63,128. Swades,8.2,3h 9m,2004-01-01,drama,Ashutosh Gowariker,0
64,129. Swing Girls,7.5,1h 44m,2004-01-01,drama,Shinobu Yaguchi,0
65,131. The Aviator,7.5,2h 50m,2004-01-01,drama,Martin Scorsese,77
66,133. The Butterfly Effect,7.6,1h 53m,2004-01-01,drama,Eric Bress,30
67,136. The Notebook,7.8,2h 3m,2004-01-01,drama,Nick Cassavetes,53
68,137. The Passion of the Christ,7.2,2h 7m,2004-01-01,drama,Mel Gibson,47
69,138. The Terminal,7.4,2h 8m,2004-01-01,drama,Steven Spielberg,55
70,139. The Village,6.6,1h 48m,2004-01-01,drama,M. Night Shyamalan,44
71,140. Troy,7.3,2h 43m,2004-01-01,drama,Wolfgang Petersen,56
72,142. Windstruck,7.1,2h 3m,2004-01-01,drama,Jae-young Kwak,0
73,143. Anniyan,8.3,3h 1m,2005-01-01,drama,S. Shankar,0
74,144. Batman Begins,8.2,2h 20m,2005-01-01,drama,Christopher Nolan,70
75,146. Chaos,6.4,1h 46m,2005-01-01,drama,Tony Giglio,0
76,149. Corpse Bride,7.4,1h 17m,2005-01-01,drama,Tim Burton,83
77,150. Flightplan,6.3,1h 38m,2005-01-01,drama,Robert Schwentke,53
78,151. Gone Baby Gone,7.6,1h 54m,2007-01-01,drama,Ben Affleck,72
79,155. Lord of War,7.6,2h 2m,2005-01-01,drama,Andrew Niccol,62
80,157. Memoirs of a Geisha,7.3,2h 25m,2005-01-01,drama,Rob Marshall,54
81,160. Pride & Prejudice,7.8,2h 9m,2005-01-01,drama,Joe Wright,82
82,162. Revolver,6.3,1h 51m,2005-01-01,drama,Guy Ritchie,25
83,167. The Devil's Rejects,6.7,1h 47m,2005-01-01,drama,Rob Zombie,54
84,168. The Exorcism of Emily Rose,6.7,1h 59m,2005-01-01,drama,Scott Derrickson,46
85,171. The Jacket,7.1,1h 43m,2005-01-01,drama,John Maybury,44
86,173. The Sisterhood of the Traveling Pants,6.5,1h 59m,2005-01-01,drama,Ken Kwapis,66
87,174. V for Vendetta,8.1,2h 12m,2005-01-01,drama,James McTeigue,62
88,176. 16 Blocks,6.6,1h 42m,2006-01-01,drama,Richard Donner,63
89,177. 300,7.6,1h 57m,2006-01-01,drama,Zack Snyder,52
90,178. A Millionaire's First Love,7.2,1h 56m,2006-01-01,drama,Tae-gyun Kim,0
91,179. Babel,7.5,2h 23m,2006-01-01,drama,Alejandro G. Iñárritu,69
92,180. Bommarillu,8.2,2h 50m,2006-01-01,drama,Bommarillu Baskar,0
93,182. Children of Men,7.9,1h 49m,2006-01-01,drama,Alfonso Cuarón,84
94,185. Fanaa,7.1,2h 48m,2006-01-01,drama,Kunal Kohli,0
95,186. Inside Man,7.6,2h 9m,2006-01-01,drama,Spike Lee,76
96,187. Lage Raho Munna Bhai,8.0,2h 24m,2006-01-01,drama,Rajkumar Hirani,0
97,188. Little Children,7.5,2h 17m,2006-01-01,drama,Todd Field,75
98,189. Lucky Number Slevin,7.7,1h 50m,2006-01-01,drama,Paul McGuigan,53
99,194. My Autograph,7.9,3h 5m,2006-01-01,drama,Sudeep,0
100,195. Pan's Labyrinth,8.2,1h 58m,2006-01-01,drama,Guillermo del Toro,98
101,197. Rang De Basanti,8.1,2h 47m,2006-01-01,drama,Rakeysh Omprakash Mehra,0
102,199. Starter for 10,6.7,1h 32m,2006-01-01,drama,Tom Vaughan,69
103,202. The Departed,8.5,2h 31m,2006-01-01,drama,Martin Scorsese,85
104,203. The Fall,7.8,1h 57m,2006-01-01,drama,Tarsem Singh,64
105,204. The Girl Who Leapt Through Time,7.7,1h 38m,2006-01-01,drama,Mamoru Hosoda,66
106,206. The Host,7.1,2h,2006-01-01,drama,Bong Joon Ho,85
107,207. The Illusionist,7.5,1h 50m,2006-01-01,drama,Neil Burger,68
108,208. The Prestige,8.5,2h 10m,2006-01-01,drama,Christopher Nolan,66
109,209. The Pursuit of Happyness,8.0,1h 57m,2006-01-01,drama,Gabriele Muccino,64
110,210. Vettaiyaadu Vilaiyaadu,7.9,2h 54m,2006-01-01,drama,Gautham Vasudev Menon,0
111,"211. #73, Shaanthi Nivaasa",7.5,2h 37m,2007-01-01,drama,G V Arunkumar,0
112,212. 3:10 to Yuma,7.6,2h 2m,2007-01-01,drama,James Mangold,76
113,214. Awake,6.5,1h 24m,2007-01-01,drama,Joby Harold,33
114,215. An American Crime,7.2,1h 38m,2007-01-01,drama,Tommy O'Haver,0
115,217. Bridge to Terabithia,7.2,1h 36m,2007-01-01,drama,Gabor Csupo,74
116,218. Chak De! India,8.1,2h 33m,2007-01-01,drama,Shimit Amin,68
117,219. Cheluvina Chittara,6.4,2h 30m,2007-01-01,drama,S. Narayan,0
118,220. Dan in Real Life,6.8,1h 38m,2007-01-01,drama,Peter Hedges,65
119,221. Disturbia,6.8,1h 45m,2007-01-01,drama,D.J. Caruso,62
120,222. Eastern Promises,7.6,1h 40m,2007-01-01,drama,David Cronenberg,83
121,224. Fracture,7.2,1h 53m,2007-01-01,drama,Gregory Hoblit,68
122,225. Happy Days,7.9,2h 33m,2007-01-01,drama,Sekhar Kammula,0
123,228. I Am Legend,7.2,1h 41m,2007-01-01,drama,Francis Lawrence,65
124,229. Into the Wild,8.1,2h 28m,2007-01-01,drama,Sean Penn,73
125,230. Jab We Met,7.9,2h 18m,2007-01-01,drama,Imtiaz Ali,0
126,231. Juno,7.4,1h 36m,2007-01-01,drama,Jason Reitman,81
127,236. Michael Clayton,7.2,1h 59m,2007-01-01,drama,Tony Gilroy,82
128,238. Mr. Brooks,7.3,2h,2007-01-01,drama,Bruce A. Evans,45
129,241. No Country for Old Men,8.2,2h 2m,2007-01-01,drama,Ethan Coen,92
130,243. Om Shanti Om,6.8,2h 42m,2007-01-01,drama,Farah Khan,0
131,245. P.S. I Love You,7.0,2h 6m,2007-01-01,drama,Richard LaGravenese,39
132,248. Shattered,6.6,1h 35m,2007-01-01,drama,Mike Barker,0
133,250. Shooter,7.1,2h 4m,2007-01-01,drama,Antoine Fuqua,53
134,253. Sweeney Todd: The Demon Barber of Fleet Street,7.3,1h 56m,2007-01-01,drama,Tim Burton,83
135,254. Like Stars on Earth,8.3,2h 42m,2007-01-01,drama,Aamir Khan,0
136,257. The Bucket List,7.4,1h 37m,2007-01-01,drama,Rob Reiner,42
137,258. The Cake Eaters,6.3,1h 26m,2007-01-01,drama,Mary Stuart Masterson,60
138,261. The Lookout,6.9,1h 39m,2007-01-01,drama,Scott Frank,73
139,263. The Orphanage,7.4,1h 45m,2007-01-01,drama,J.A. Bayona,74
140,265. There Will Be Blood,8.2,2h 38m,2007-01-01,drama,Paul Thomas Anderson,93
141,266. Trade,7.3,2h,2007-01-01,drama,Marco Kreuzpaintner,42
142,270. Zodiac,7.7,2h 37m,2007-01-01,drama,David Fincher,79
143,271. 24: Redemption,7.4,1h 24m,2008-01-01,drama,Jon Cassar,0
144,"272. Angus, Thongs and Perfect Snogging",6.3,1h 40m,2008-01-01,drama,Gurinder Chadha,0
145,273. Blindness,6.5,2h 1m,2008-01-01,drama,Fernando Meirelles,45
146,274. Changeling,7.7,2h 21m,2008-01-01,drama,Clint Eastwood,63
147,275. City of Ember,6.4,1h 30m,2008-01-01,drama,Gil Kenan,58
148,276. CJ7,6.4,1h 28m,2008-01-01,drama,Stephen Chow,46
149,"278. Definitely, Maybe",7.1,1h 52m,2008-01-01,drama,Adam Brooks,59
150,279. Doubt,7.5,1h 44m,2008-01-01,drama,John Patrick Shanley,68
151,282. Elegy,6.7,1h 52m,2008-01-01,drama,Isabel Coixet,66
152,283. Frost/Nixon,7.6,2h 2m,2008-01-01,drama,Ron Howard,80
153,285. Ghost Town,6.7,1h 42m,2008-01-01,drama,David Koepp,72
154,286. Gran Torino,8.1,1h 56m,2008-01-01,drama,Clint Eastwood,73
155,287. Hancock,6.4,1h 32m,2008-01-01,drama,Peter Berg,49
156,290. Horton Hears a Who!,6.8,1h 26m,2008-01-01,drama,Jimmy Hayward,71
157,293. Jaane Tu... Ya Jaane Na,7.4,2h 35m,2008-01-01,drama,Abbas Tyrewala,0
158,295. Let the Right One In,7.8,1h 54m,2008-01-01,drama,Tomas Alfredson,82
159,298. Mussanje Maathu,7.5,Not Rated,2008-01-01,drama,Mussanje Mahesh,0
160,299. Nick and Norah's Infinite Playlist,6.6,1h 30m,2008-01-01,drama,Peter Sollett,64
161,303. Rab Ne Bana Di Jodi,7.2,2h 47m,2008-01-01,drama,Aditya Chopra,0
162,305. Restraint,6.0,1h 32m,2008-01-01,drama,David Denneen,0
163,307. Seven Pounds,7.6,2h 3m,2008-01-01,drama,Gabriele Muccino,36
164,309. Slumdog Millionaire,8.0,2h,2008-01-01,drama,Danny Boyle,84
165,314. The Boy in the Striped Pajamas,7.7,1h 34m,2008-01-01,drama,Mark Herman,55
166,317. The Curious Case of Benjamin Button,7.8,2h 46m,2008-01-01,drama,David Fincher,70
167,318. The Dark Knight,9.0,2h 32m,2008-01-01,drama,Christopher Nolan,84
168,319. The Hurt Locker,7.5,2h 11m,2008-01-01,drama,Kathryn Bigelow,95
169,322. The Secret Life of Bees,7.2,1h 54m,2008-01-01,drama,Gina Prince-Bythewood,57
170,323. The Sisterhood of the Traveling Pants 2,6.2,1h 59m,2008-01-01,drama,Sanaa Hamri,63
171,324. Traitor,6.9,1h 54m,2008-01-01,drama,Jeffrey Nachmanoff,61
172,325. Twilight,5.3,2h 2m,2008-01-01,drama,Catherine Hardwicke,56
173,327. Valkyrie,7.1,2h 1m,2008-01-01,drama,Bryan Singer,56
174,328. Vantage Point,6.6,1h 30m,2008-01-01,drama,Pete Travis,40
175,333. 3 Idiots,8.4,2h 50m,2009-01-01,drama,Rajkumar Hirani,67
176,334. 9,7.0,1h 19m,2009-01-01,drama,Shane Acker,60
177,335. 500 Days of Summer,7.7,1h 35m,2009-01-01,drama,Marc Webb,76
178,336. Adventureland,6.8,1h 47m,2009-01-01,drama,Greg Mottola,76
179,337. An Education,7.2,1h 40m,2009-01-01,drama,Lone Scherfig,85
180,338. A Serious Man,7.0,1h 46m,2009-01-01,drama,Ethan Coen,88
181,340. Coraline,7.8,1h 40m,2009-01-01,drama,Henry Selick,80
182,342. Defendor,6.7,1h 41m,2009-01-01,drama,Peter Stebbings,57
183,348. Inglourious Basterds,8.4,2h 33m,2009-01-01,drama,Quentin Tarantino,69
184,350. Julie & Julia,7.0,2h 3m,2009-01-01,drama,Nora Ephron,66
185,351. Love Aaj Kal,6.8,2h 8m,2009-01-01,drama,Imtiaz Ali,0
186,352. Maleyali Jotheyali,7.1,2h 18m,2009-01-01,drama,Preetham Gubbi,0
187,353. My Sister's Keeper,7.3,1h 49m,2009-01-01,drama,Nick Cassavetes,51
188,355. Pasanga,7.7,2h 58m,2009-01-01,drama,Pandiraj,0
189,356. Public Enemies,6.9,2h 20m,2009-01-01,drama,Michael Mann,70
190,360. State of Play,7.1,2h 7m,2009-01-01,drama,Kevin Macdonald,64
191,361. The Blind Side,7.6,2h 9m,2009-01-01,drama,John Lee Hancock,53
192,364. The International,6.5,1h 58m,2009-01-01,drama,Tom Tykwer,52
193,367. The Proposal,6.8,1h 48m,2009-01-01,drama,Anne Fletcher,48
194,369. The Uninvited,6.3,1h 27m,2009-01-01,drama,Charles Guard,43
195,370. Up,8.3,1h 36m,2009-01-01,drama,Pete Docter,88
196,371. Up in the Air,7.4,1h 49m,2009-01-01,drama,Jason Reitman,83
197,373. Watchmen,7.6,2h 42m,2009-01-01,drama,Zack Snyder,56
198,376. Beginners,7.2,1h 45m,2010-01-01,drama,Mike Mills,81
199,377. Black Swan,8.0,1h 48m,2010-01-01,drama,Darren Aronofsky,79
200,380. Extraordinary Measures,6.4,1h 46m,2010-01-01,drama,Tom Vaughan,45
201,382. Green Zone,6.8,1h 55m,2010-01-01,drama,Paul Greengrass,63
202,389. Legend of the Guardians: The Owls of Ga'Hoole,6.9,1h 37m,2010-01-01,drama,Zack Snyder,53
203,390. Love & Other Drugs,6.7,1h 52m,2010-01-01,drama,Edward Zwick,55
204,391. My Name Is Khan,7.9,2h 45m,2010-01-01,drama,Karan Johar,50
205,392. Pancharangi,7.4,2h 3m,2010-01-01,drama,Yograj Bhat,0
206,397. Shutter Island,8.2,2h 18m,2010-01-01,drama,Martin Scorsese,63
207,401. The Ghost Writer,7.2,2h 8m,2010-01-01,drama,Roman Polanski,77
208,402. The Runaways,6.5,1h 46m,2010-01-01,drama,Floria Sigismondi,65
209,403. The Social Network,7.8,2h,2010-01-01,drama,David Fincher,95
210,"404. Tomorrow, When the War Began",6.1,1h 44m,2010-01-01,drama,Stuart Beattie,54
211,406. Welcome to the Rileys,6.9,1h 50m,2010-01-01,drama,Jake Scott,50
212,407. Another Earth,6.9,1h 32m,2011-01-01,drama,Mike Cahill,66
213,409. Contagion,6.8,1h 46m,2011-01-01,drama,Steven Soderbergh,70
214,410. Cowboys & Aliens,6.0,1h 59m,2011-01-01,drama,Jon Favreau,50
215,"411. Crazy, Stupid, Love.",7.4,1h 58m,2011-01-01,drama,Glenn Ficarra,68
216,412. Damsels in Distress,5.8,1h 39m,2011-01-01,drama,Whit Stillman,67
217,414. Drive,7.8,1h 40m,2011-01-01,drama,Nicolas Winding Refn,79
218,416. Hanna,6.7,1h 51m,2011-01-01,drama,Joe Wright,65
219,417. Hudugaru,7.8,2h 28m,2011-01-01,drama,K. Madesh,0
220,418. Hugo,7.5,2h 6m,2011-01-01,drama,Martin Scorsese,83
221,420. J. Edgar,6.5,2h 17m,2011-01-01,drama,Clint Eastwood,59
222,422. Kiraathaka,7.5,2h 41m,2011-01-01,drama,Pradeep Raj,0
223,423. Kung Fu Panda 2,7.3,1h 30m,2011-01-01,drama,Jennifer Yuh Nelson,67
224,424. Martha Marcy May Marlene,6.8,1h 42m,2011-01-01,drama,Sean Durkin,75
225,426. Perfect Sense,7.0,1h 32m,2011-01-01,drama,David Mackenzie,55
226,428. Rise of the Planet of the Apes,7.6,1h 45m,2011-01-01,drama,Rupert Wyatt,68
227,429. Sanju Weds Geetha,6.9,2h 15m,2011-01-01,drama,Nagashekar,0
228,430. Shyloo,6.3,2h 32m,2011-01-01,drama,S. Narayan,0
229,431. Source Code,7.5,1h 33m,2011-01-01,drama,Duncan Jones,74
230,433. The Adjustment Bureau,7.0,1h 46m,2011-01-01,drama,George Nolfi,60
231,435. The Artist,7.8,1h 40m,2011-01-01,drama,Michel Hazanavicius,89
232,436. The Descendants,7.3,1h 55m,2011-01-01,drama,Alexander Payne,84
233,437. The Girl with the Dragon Tattoo,7.8,2h 38m,2011-01-01,drama,David Fincher,71
234,438. The Help,8.1,2h 26m,2011-01-01,drama,Tate Taylor,62
235,439. The Innkeepers,5.5,1h 41m,2011-01-01,drama,Ti West,64
